,ITEM_CODE,MO_NAME,SPECS,USE_NAME
230542,Y00000018754,强力威君定针,0.6g   ,静脉滴注
231020,18654,下肢动脉造影+三维重建(造影剂另计),,
231712,18432,腺病毒抗原鉴定（直接法）,,
231928,Y00000000570,西力欣针** #,750mg,静脉滴注
231963,17351,下肢动脉组套（含胫前、胫后、足背动脉）,,
232465,Y00000018552,附子理中丸#,200丸,口服
233100,F00002233059,外周插管中心静脉导管套件（导管）/8194118巴德,,
233151,17682,妇科阴道彩超,,
235494,F00002205386,尿沉渣定量(尿沉渣分析仪),,
235808,Y00000019161,生理氯化钠溶液,3000ml:27g,外用
236197,Y00000019644,克感利咽口服液(中药房),10ml*12支,口服
236362,16466,髋关节正侧位(单侧),,
237755,Y00000018812,泮立苏针#,80mg,静脉滴注
238165,Y00000000278,倍能针,0.5g,静脉滴注
238412,17026,人乳头瘤病毒(HPV)核酸分型检测,,
238565,Y00000018401,迈普新针&#,1.6mg,皮下注射
238604,16111,沙门菌、志贺菌培养及鉴定,,
238619,F00002218239,一次性使用延长管150CM （上海）（养和）,,静脉滴注
239018,Y00000019706,复方丹参片#@,0.32g*60片,口服
240290,F00002220384,外周血细胞彩色图像分析,,
240345,Y00000007E75,半枝莲颗粒一方,相当于饮片15g,冲服
240808,18428,呼吸道合胞病毒培养与抗原鉴定,,
241222,17480,鼻咽螺旋CT平扫+三维重建(有横断与冠状图像),,
242159,17384,前列腺平扫MRI,,
242601,Y00000007F70,桑寄生颗粒一方,相当于饮片15G,冲服
243986,17404,膝关节平扫MRI,,
244187,F00002215228,胎儿血氧饱和度监测,,
244563,Y00000019133,50%硫酸镁溶液 ,50%*500ml,外用
244936,F00002207334,持续气道正压(CPAP)通气,,
246246,F00002207389,常规心电图检查(三通道),,
246349,20927,FVⅢ C活性测定,,
246832,18676,胸、腹主动脉螺旋CT增强+三维重建（造影剂另计）,,
247728,F00002204942,彩色多普勒超声常规检查,,
247757,Y00000000660,优维显注射液*,300mg*100ml,其他
247987,21267,儿实NK细胞,,
248166,F00002204599,经内镜逆行胰胆管造影(ERCP),,
248728,18608,胺碘酮血清药物浓度检测,,
249022,Y00000001101,盐酸氯丙嗪片 #,25mg*100,口服
250805,Y00000008839,天竺黄,5g.10g ,煎服
251523,Y00000003126,伊得宁软膏,2g*5支,外用
252045,17637,腹部CT尿路造影+三维重建（造影剂另计）,,
252098,16414,T管造影（含进口非离子型造影剂，药超量另计）,,
252179,Y00000018623,维生素E胶丸(来益),100mg*30粒(天然型),口服
252286,18525,七项呼吸道常见病毒培养与荧光染色筛查,,
252573,Y00000008531,薄荷(单味自费),5g,煎服
253085,F00000180371,穿刺针（套）/国产,,
253480,Y00000002053,喉风散(西药房),2.2g,外用
253967,F00000180064,外周中心静脉导管(巴德）（加强型）,,
254384,17635,CT下介入穿刺、治疗术,,
255646,F00002204365,气管切开护理,,
255845,19950,HCV 基因分型（金域）*,,
256351,Y00000020007,欧苏注射液,50ml:15g(I),其他
256441,F00002221458,10ML预充式导管冲洗器,,
256576,F00002213156,特殊物理升温,,
256606,F00002206157,脱落细胞学检查与诊断,,
257445,Y00000008104,玄参,10g.15g ,煎服(代煎)
257583,Y00000018403,克林澳注射液,2ml:80mg,静脉滴注
257815,Y00000007H40,灵芝颗粒一方（自费）,相当于饮片6G,自煎
258574,Y00000008849,熟田七(单味自费),10g/包,冲服
259115,F00002206676,纤维鼻咽镜检查,,
259521,17486,临床操作的彩超引导,,
260017,20632,丙型肝炎抗体测定（Anti-HCV）,,
260129,F00002220718,一次性呼吸机回路管道RT228/进口,,
260585,Y00000018135,川贝(平贝3g/包)末(单味自费),3g,自煎
260930,Y00000007C58,菟丝子颗粒一方,相当于饮片10g,自煎
261565,F00002233436,无针输液接头/贝朗409100CN,,
261910,Y00000020256,倍林达片,90mg*14,口服
261972,F00002211604,乳腺肿物穿刺术(乳腺立体定位),,
263053,Y00000007F43,合欢皮颗粒一方,相当于饮片10G,冲服
264090,21026,尿结石成份分析7项(红外光谱法),,
264886,Y00000007F02,金银花颗粒一方(单味自费),相当于饮片10G,冲服
264898,18244,13碳尿素呼气试验,,
264912,F00002212003,有氧训练,,
265856,Y00000020203,保济口服液,10ml*18支,口服
266048,Y00000007E71,茵陈颗粒一方,相当于饮片15G,冲服
267101,Y00000019662,宁泌泰胶嚢(西药房),0.38g*48粒,
267563,F00002204637,磁共振平扫(0.5T-1.5T)(颅脑),,
267638,F00002206637,鼻内镜检查,,
267705,17947,血浆抗凝血酶Ⅲ活性测定,,
267758,Y00000008214,白茅根,10g.15g,自煎
269279,Y00000004024,卡林优眼水**,5ml*0.25mg,滴眼
269454,17517,腮腺螺旋CT增强扫描+三维重建（造影剂另计）,,
269629,Y00000000128,多巴胺注射液 #,20mg*10,静脉滴注
269974,Y00000001172,大扶康胶囊150*,150mg*1粒,口服
270026,4897,头颅(MRI)增强,,
270774,18427,腺病毒培养与抗原鉴定,,
270916,F00002204367,造瘘护理,,
273209,F00002226036,肠内营养输液器针式/史密斯,,口服
274959,Y00000018155,复方鱼腥草颗粒,6g*10袋,口服
275633,16152,血浆纤维蛋白原测定,,
276525,Y00000008445,路路通,10g.15g ,煎服
277891,Y00000008760,瓦楞子,10g  ,煎服
278029,F00002212025,中药热奄包治疗,,
278480,F00002207336,体外膈肌起搏治疗,,
278591,F00002211912,超声波治疗(单纯超声),,
279093,F00002205372,血常规（五分类）,,
279682,Y00000018829,川威针,2ml:30mg,静脉滴注
279856,20688,IgE粉尘螨（d2）,,
280347,Y00000009508,复方醋酸地塞米松乳膏(中药房),10g,外用
280468,Y00000008364,盐金樱子,10g.15g ,自煎
280780,Y00000007H39,天竺黄颗粒一方,相当于饮片3G,冲服
280858,20696,IgE特异青霉（m1）,,
281748,16415,颈椎双斜张口位,,
282457,F00002206255,脑电图,,
283235,F00002217778,三通BD/394601,,
283456,F00002205444,血浆凝血酶原时间测定(PT)(仪器法),,
284065,17286,膀胱残余尿量测定,,
284352,16467,髋关节正侧位(双侧),,
284403,16391,胸部侧位,,
287176,F00000181646,一次性高压注射器延长管,,微泵静注
287576,Y00000019980,活血止痛膏,10贴(每贴7cm*10cm),外用
288130,20166,（静脉血）登革病毒IgM/IgG,,
288611,F00000180646,医用膜（医用粘贴膜）,,
289530,19083,(3.0T)胸部MRI增强,,
291353,Y00000020104,复方磺胺甲噁唑片(天津),100片,口服
291465,19886,直接抗人球蛋白试验（Coombs）,,
292508,Y00000020179,硫唑嘌呤片(信谊)#,50mg*60片,口服
293245,17639,腹部小肠低张螺旋CT平扫+增强+三维重建（造影剂另计）,,
293336,F00002206682,喉动态镜检查,,
293758,F00000180483,*双鼻孔吸氧管,,
293763,Y00000020074,消旋山莨菪碱片(民生),10mg*100,口服
294740,21970,血管性血友病因子（VWF：Ag）测定,,
295046,17962,环孢霉素A全血药物浓度测定,,
295198,F00002210913,宫颈息肉切除术,,
295726,F00002206272,体感诱发电位,,
296296,17654,胸部气管支气管肿瘤重建扫描CT（造影剂另计）,,
296994,Y00000019536,补中益气丸,1丸*200丸,口服
297518,Y00000020070,盐酸丁卡因针(悦康),50mg,其他
297724,Y00000007B90,葵树子颗粒一方,相当于饮片10G,冲服
299091,Y00000000016,复方氨基酸注射液(9AA)#,250ml,静脉滴注
299569,Y00000007A83,猫爪草颗粒一方,相当于饮片10G,冲服
301065,F00002204628,磁共振平扫(0.5T以下)(垂体),,
301207,F00000180569,安普贴薄膜20*20,,
